,id,loan_amnt,term,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,fico_range_low
725811,77031135,21000.0, 36 months,9.75,B,B3,RN,6 years,MORTGAGE,100000.0,Apr-16,Current,credit_card,MD,715.0
993512,75213694,9500.0, 36 months,7.39,A,A4,Appraiser,6 years,RENT,95000.0,Mar-16,Current,other,WA,685.0
945679,107630017,20800.0, 60 months,12.74,C,C1,Sr. Technical Illustrator,3 years,MORTGAGE,57500.0,May-17,Charged Off,debt_consolidation,PA,695.0
1027536,74111247,2000.0, 36 months,11.47,B,B5,Station Manager,< 1 year,RENT,59000.0,Mar-16,Fully Paid,other,MN,680.0
495373,127027880,34400.0, 36 months,7.35,A,A4,Director of Sales,2 years,MORTGAGE,160000.0,Jan-18,Fully Paid,debt_consolidation,FL,785.0
904548,110271976,14000.0, 60 months,19.03,D,D3,support tech,4 years,RENT,30000.0,Jun-17,Charged Off,debt_consolidation,WI,665.0
364870,41152160,12000.0, 36 months,7.89,A,A5,Manager,6 years,RENT,46000.0,Feb-15,Fully Paid,debt_consolidation,CA,690.0
960675,106213062,5600.0, 36 months,11.44,B,B4,Assembly ,5 years,OWN,36000.0,Apr-17,Fully Paid,debt_consolidation,OH,690.0
461783,129370863,20000.0, 60 months,9.43,B,B1,parts lead,1 year,RENT,36000.0,Feb-18,Current,debt_consolidation,CO,760.0
1019169,74544485,11000.0, 36 months,7.89,A,A5,Derivatives Associate,3 years,RENT,71000.0,Mar-16,Fully Paid,credit_card,NY,720.0
675047,79865730,12000.0, 60 months,20.99,E,E1,System Technician,5 years,MORTGAGE,62000.0,Jun-16,Fully Paid,other,MD,745.0
334829,43679404,10175.0, 36 months,18.84,E,E2,doorman,5 years,RENT,55000.0,Mar-15,Fully Paid,debt_consolidation,NY,690.0
803670,138925457,10000.0, 60 months,10.08,B,B1,Clinical Team Lead ,2 years,RENT,77000.0,Aug-18,Current,credit_card,MI,695.0
135774,60517397,35000.0, 36 months,14.65,C,C5,VP National Accounts,3 years,MORTGAGE,170000.0,Sep-15,Fully Paid,other,CO,725.0
393086,39721649,20000.0, 36 months,11.44,B,B4,Vicepresident of Operations,10+ years,RENT,162000.0,Jan-15,Fully Paid,debt_consolidation,MA,710.0
447112,129916005,16000.0, 60 months,7.34,A,A4,Executive director ,7 years,MORTGAGE,120000.0,Mar-18,Current,medical,IN,845.0
356666,42333604,5000.0, 36 months,13.33,C,C3,Research Associate,< 1 year,RENT,48000.0,Mar-15,Fully Paid,credit_card,NY,665.0
472418,129029314,6025.0, 36 months,20.0,D,D4,Dishwasher ,< 1 year,RENT,27000.0,Feb-18,Current,debt_consolidation,MA,715.0
52559,65752400,9600.0, 36 months,6.89,A,A3,claims examiner,10+ years,RENT,36000.0,Nov-15,Fully Paid,credit_card,MN,710.0
119406,61460418,4800.0, 36 months,12.69,C,C2,HVAC Tech,4 years,RENT,20000.0,Oct-15,Fully Paid,credit_card,TX,710.0
294303,47717213,12600.0, 36 months,9.17,B,B2,Design Manager,6 years,RENT,47000.0,May-15,Fully Paid,debt_consolidation,FL,685.0
63143,65038766,34500.0, 60 months,20.99,E,E5,Diesal Mech.,10+ years,MORTGAGE,75000.0,Nov-15,Charged Off,debt_consolidation,OH,700.0
1025009,73894168,23050.0, 36 months,14.46,C,C4,owner,10+ years,MORTGAGE,60000.0,Mar-16,Charged Off,credit_card,IL,680.0
871270,136299503,1200.0, 36 months,7.21,A,A3,Compliance Officer,10+ years,MORTGAGE,38000.0,Jul-18,Fully Paid,debt_consolidation,IL,805.0
621413,113542670,21000.0, 60 months,21.45,D,D5,Director,10+ years,MORTGAGE,167000.0,Jul-17,Fully Paid,credit_card,WA,675.0
606942,114659345,13975.0, 36 months,18.06,D,D2,Registered dental hygienist ,3 years,RENT,65000.0,Aug-17,Current,debt_consolidation,OR,670.0
814111,138391656,8000.0, 36 months,14.47,C,C2,Assistant Manager,4 years,RENT,59000.0,Aug-18,Current,debt_consolidation,OR,695.0
491871,127996031,6000.0, 36 months,14.08,C,C3,Clerk,3 years,RENT,30000.0,Feb-18,Current,debt_consolidation,CA,680.0
654282,84030462,3200.0, 36 months,10.99,B,B4,registered nurse,8 years,MORTGAGE,120000.0,Jun-16,Current,other,CT,670.0
696891,77586463,17000.0, 36 months,10.75,B,B4,Secretary,10+ years,MORTGAGE,37500.0,May-16,Current,debt_consolidation,MD,690.0
43703,65777419,15000.0, 36 months,7.26,A,A4,Sales Manager,< 1 year,RENT,50400.0,Nov-15,Fully Paid,debt_consolidation,RI,700.0
634725,113164045,7000.0, 36 months,15.05,C,C4,Assistant coordinator ,5 years,MORTGAGE,40000.0,Jul-17,Current,debt_consolidation,FL,670.0
255679,51646129,18000.0, 36 months,7.26,A,A4,Caseworker,6 years,MORTGAGE,42000.0,Jun-15,Fully Paid,credit_card,CO,740.0
630234,113497528,6000.0, 36 months,12.62,C,C1,Program Coordinator ,10+ years,RENT,42000.0,Jul-17,Current,medical,SC,685.0
733800,76043934,6800.0, 36 months,13.67,C,C3,Patient Case Assistant,< 1 year,RENT,20000.0,Apr-16,Fully Paid,debt_consolidation,NY,705.0
224148,54998660,3400.0, 36 months,22.99,F,F2,"Substitute, Tutor",3 years,RENT,25000.0,Jul-15,Charged Off,other,TX,700.0
682013,78689689,24000.0, 60 months,14.46,C,C4,Senior Account Executive,1 year,OWN,58000.0,Jun-16,Fully Paid,debt_consolidation,GA,670.0
636069,112370563,16000.0, 60 months,14.08,C,C3,Cell Operator ,10+ years,MORTGAGE,65000.0,Jul-17,Late (16-30 days),credit_card,KY,705.0
670654,79753707,10000.0, 36 months,9.75,B,B3,,,RENT,46749.3,Jun-16,Charged Off,debt_consolidation,FL,690.0
391289,39791963,13500.0, 60 months,20.99,E,E4,provider relations,5 years,OWN,80000.0,Feb-15,Fully Paid,credit_card,NY,705.0
856387,136650836,8400.0, 36 months,7.21,A,A3,Systems Administrator,4 years,RENT,66000.0,Jul-18,Current,credit_card,NY,745.0
898339,110716975,20000.0, 36 months,9.44,B,B1,"VP, Director OPs",10+ years,MORTGAGE,160000.0,Jun-17,Current,credit_card,NJ,695.0
244038,52748119,24000.0, 36 months,12.69,C,C2,executive assistant,10+ years,MORTGAGE,77000.0,Jun-15,Fully Paid,debt_consolidation,CA,685.0
47544,65665332,5000.0, 36 months,13.67,C,C4,Loan Servicing Rep III,10+ years,MORTGAGE,48000.0,Nov-15,Charged Off,debt_consolidation,SC,670.0
990219,75232708,15275.0, 36 months,25.88,F,F4,data entry,< 1 year,MORTGAGE,35000.0,Mar-16,Fully Paid,home_improvement,OH,695.0
137268,60597225,12500.0, 36 months,11.53,B,B5,sales,< 1 year,MORTGAGE,90000.0,Sep-15,Charged Off,debt_consolidation,NC,775.0
157962,59150624,21000.0, 36 months,7.89,A,A5,Coordinator/Therapist,10+ years,MORTGAGE,148404.0,Aug-15,Fully Paid,debt_consolidation,AL,715.0
402935,38762397,12000.0, 60 months,12.39,C,C1,back room stock,10+ years,MORTGAGE,35000.0,Jan-15,Fully Paid,debt_consolidation,WV,710.0
176491,57793557,35000.0, 60 months,18.55,E,E2,Senior Software Engineer,< 1 year,RENT,120000.0,Aug-15,Current,debt_consolidation,CA,705.0
385851,39289914,25000.0, 36 months,6.99,A,A3,Application Developer,10+ years,RENT,80000.0,Feb-15,Fully Paid,debt_consolidation,CA,715.0
84317,60974842,8000.0, 36 months,6.89,A,A3,Sales/Service,5 years,MORTGAGE,100000.0,Oct-15,Fully Paid,home_improvement,AZ,705.0
962691,106397033,20000.0, 60 months,16.99,D,D1,Driver,1 year,RENT,53200.0,Apr-17,Fully Paid,debt_consolidation,VA,670.0
261111,51005860,12000.0, 60 months,9.99,B,B3,Senior Manager,4 years,RENT,80000.0,Jun-15,Current,debt_consolidation,NJ,710.0
667140,81547476,12000.0, 60 months,14.46,C,C4,Customer Service Manager,6 years,MORTGAGE,42000.0,Jun-16,Fully Paid,credit_card,CA,695.0
846880,137287942,14000.0, 36 months,10.08,B,B1,Registrar/Career Services ,6 years,MORTGAGE,45000.0,Jul-18,Late (31-120 days),debt_consolidation,FL,740.0
122336,61358510,10000.0, 36 months,10.99,B,B4,Escrow Assistant,2 years,RENT,42000.0,Oct-15,Fully Paid,credit_card,CA,710.0
899033,110548455,10000.0, 36 months,19.03,D,D3,Inspector ,4 years,RENT,40000.0,Jun-17,Current,debt_consolidation,OH,710.0
84968,63347129,8100.0, 36 months,7.89,A,A5,General Manager,5 years,RENT,58000.0,Oct-15,Fully Paid,debt_consolidation,PA,680.0
341794,43530479,3375.0, 36 months,17.57,D,D4,cna,3 years,RENT,40000.0,Mar-15,Fully Paid,debt_consolidation,WI,680.0
152503,59109447,14400.0, 60 months,14.65,C,C5,Senior Designer,2 years,RENT,85000.0,Sep-15,Current,credit_card,NY,675.0
238209,52908791,25000.0, 36 months,7.89,A,A5,Manager,10+ years,OWN,94000.0,Jul-15,Fully Paid,credit_card,MD,710.0
920871,107499899,15375.0, 36 months,26.24,E,E5,Receiving,3 years,RENT,40000.0,May-17,Charged Off,other,CA,690.0
3177,68514652,15000.0, 60 months,9.17,B,B2,machines ,3 years,MORTGAGE,55000.0,Dec-15,Current,credit_card,TX,685.0
804242,138305616,9500.0, 36 months,11.06,B,B3,Director of financial services ,10+ years,MORTGAGE,108000.0,Aug-18,Current,debt_consolidation,FL,725.0
430162,130648760,8000.0, 36 months,6.71,A,A3,Office specialist Sr SO,10+ years,MORTGAGE,45062.0,Mar-18,Current,major_purchase,TX,785.0
483312,128357882,4000.0, 36 months,6.72,A,A3,Customer Service,7 years,MORTGAGE,60000.0,Feb-18,Current,credit_card,IN,740.0
665210,81385404,14500.0, 36 months,7.89,A,A5,Driver,10+ years,MORTGAGE,85000.0,Jun-16,Fully Paid,debt_consolidation,WY,700.0
969549,104122011,15000.0, 36 months,11.49,B,B5,Event Planning Manager ,< 1 year,RENT,50000.0,Apr-17,Current,credit_card,FL,690.0
430026,130394532,40000.0, 36 months,5.31,A,A1,Partner,2 years,MORTGAGE,141000.0,Mar-18,Current,home_improvement,AZ,755.0
433990,130262789,12000.0, 60 months,11.98,B,B5,Correction officer ,1 year,MORTGAGE,51000.0,Mar-18,Current,other,NY,680.0
235042,53674213,12000.0, 36 months,10.99,B,B4,,,OWN,65700.0,Jul-15,Fully Paid,credit_card,OH,660.0
684687,80581778,22000.0, 36 months,11.99,C,C1,Controller,9 years,MORTGAGE,90000.0,May-16,Fully Paid,debt_consolidation,NV,680.0
1043485,69968914,7500.0, 36 months,7.39,A,A4,Owner,5 years,RENT,50000.0,Feb-16,Fully Paid,other,FL,785.0
719964,77241078,32000.0, 60 months,12.99,C,C2,Manager,6 years,RENT,99000.0,Apr-16,Late (31-120 days),debt_consolidation,CA,670.0
115754,61442273,17875.0, 60 months,17.57,D,D4,Area Manager,9 years,MORTGAGE,110000.0,Oct-15,Fully Paid,debt_consolidation,VA,685.0
957293,102684730,4800.0, 36 months,13.49,C,C2,Police officer,10+ years,MORTGAGE,110000.0,Apr-17,Fully Paid,debt_consolidation,CA,675.0
206824,56137213,6000.0, 36 months,12.69,C,C2,Staff Engineer,2 years,MORTGAGE,47000.0,Jul-15,Fully Paid,debt_consolidation,NC,665.0
591073,116796837,10000.0, 60 months,9.93,B,B2,Admin. Specialist,10+ years,OWN,74000.0,Aug-17,Current,debt_consolidation,NJ,740.0
993266,75779184,12000.0, 36 months,16.29,D,D1,Teacher,3 years,MORTGAGE,87000.0,Mar-16,Fully Paid,debt_consolidation,CA,710.0
310569,46397419,2400.0, 36 months,12.29,C,C1,Analyst,2 years,RENT,60000.0,Apr-15,Fully Paid,debt_consolidation,NY,705.0
196711,56002116,17500.0, 36 months,14.65,C,C5,Journeyman ,10+ years,OWN,50000.0,Aug-15,Charged Off,credit_card,MI,675.0
491930,127228692,15000.0, 36 months,13.59,C,C2,Supervisor,6 years,MORTGAGE,65000.0,Jan-18,Current,debt_consolidation,TX,670.0
483888,126409596,40000.0, 60 months,9.44,B,B1,IT Service Delivery Specialist Senior,4 years,MORTGAGE,103000.0,Feb-18,Current,other,GA,810.0
643161,111684348,22000.0, 36 months,16.02,C,C5,Teacher ,3 years,MORTGAGE,63132.0,Jul-17,Current,credit_card,CA,690.0
474763,128812295,8000.0, 36 months,6.08,A,A2,Ultrasound tech ,10+ years,MORTGAGE,75000.0,Feb-18,Fully Paid,debt_consolidation,FL,715.0
7999,67989353,11000.0, 60 months,14.48,C,C5,manager,10+ years,RENT,32000.0,Dec-15,Fully Paid,debt_consolidation,CA,715.0
131999,60931299,17400.0, 36 months,5.32,A,A1,Scientist,3 years,MORTGAGE,63000.0,Sep-15,Fully Paid,debt_consolidation,MN,795.0
28191,66572082,20000.0, 36 months,7.26,A,A4,Staff Pharmacist,9 years,MORTGAGE,150000.0,Dec-15,Fully Paid,credit_card,NY,760.0
119975,61358514,16800.0, 60 months,14.65,C,C5,Truck Driver,2 years,MORTGAGE,52000.0,Oct-15,Fully Paid,credit_card,NC,680.0
386370,39540195,23700.0, 60 months,15.99,D,D2,Web Developer,8 years,MORTGAGE,64000.0,Jan-15,Fully Paid,debt_consolidation,CA,705.0
1023246,74602203,20000.0, 36 months,5.32,A,A1,Operations Associate,1 year,RENT,125000.0,Mar-16,Fully Paid,debt_consolidation,CT,700.0
333033,43265804,28000.0, 36 months,8.18,B,B1,Sr. Project Manager,< 1 year,MORTGAGE,105000.0,Apr-15,Fully Paid,debt_consolidation,FL,680.0
201640,56129145,7000.0, 36 months,13.33,C,C3,Marketing Assistant,10+ years,OWN,36000.0,Jul-15,Fully Paid,major_purchase,IN,775.0
449071,129828777,2675.0, 36 months,13.58,C,C2,Office Manager,1 year,MORTGAGE,72000.0,Mar-18,Current,credit_card,NY,680.0
724457,77099455,10000.0, 36 months,6.49,A,A2,Attorney,< 1 year,RENT,100000.0,Apr-16,Charged Off,debt_consolidation,CA,700.0
80565,63528288,34750.0, 60 months,18.25,E,E1,RN,1 year,OWN,82742.4,Nov-15,Fully Paid,debt_consolidation,TX,665.0
324240,45262133,20000.0, 60 months,16.55,D,D2,Road foreman,10+ years,MORTGAGE,63000.0,Apr-15,Fully Paid,debt_consolidation,PA,665.0
202970,56088872,5000.0, 36 months,12.69,C,C2,Supervisor  (GS-13),10+ years,MORTGAGE,110000.0,Jul-15,Fully Paid,other,TX,685.0
881021,112080388,1000.0, 36 months,12.62,C,C1,Site Manager,2 years,MORTGAGE,53040.0,Jun-17,Fully Paid,home_improvement,KS,705.0
657900,83174801,19000.0, 60 months,9.49,B,B2,School Counselor,10+ years,MORTGAGE,61000.0,Jun-16,Current,debt_consolidation,LA,740.0
796672,137671177,13000.0, 36 months,7.84,A,A4,BLSS,10+ years,OWN,40000.0,Aug-18,Fully Paid,debt_consolidation,NH,765.0
634635,111156761,1800.0, 36 months,14.08,C,C3,Team lead,2 years,RENT,37000.0,Jul-17,Charged Off,debt_consolidation,VA,660.0
37678,66086521,3000.0, 36 months,6.89,A,A3,Payroll Specialist,5 years,MORTGAGE,52000.0,Dec-15,Fully Paid,home_improvement,TX,715.0
1037950,73558341,12800.0, 60 months,10.75,B,B4,Organizational Development Specialist,2 years,MORTGAGE,70000.0,Mar-16,Fully Paid,credit_card,CO,700.0
990517,73375809,10000.0, 36 months,17.27,D,D2,truck driver,5 years,RENT,40000.0,Mar-16,Fully Paid,debt_consolidation,FL,680.0
507423,127049680,30000.0, 36 months,20.0,D,D4,Director of Risk Management,3 years,MORTGAGE,100000.0,Jan-18,Current,house,WV,660.0
995204,75708694,15000.0, 36 months,5.32,A,A1,yard supervisor,10+ years,MORTGAGE,66000.0,Mar-16,Fully Paid,credit_card,NC,720.0
544658,119253074,10000.0, 36 months,9.93,B,B2,Fiber jacket line operator,10+ years,MORTGAGE,55000.0,Sep-17,Current,debt_consolidation,TX,675.0
804778,138887839,36000.0, 60 months,15.02,C,C3,Driver,2 years,RENT,82000.0,Aug-18,Late (31-120 days),debt_consolidation,IN,700.0
1036916,73448878,20000.0, 60 months,8.39,B,B1,Warehouse supervisor ,10+ years,MORTGAGE,60000.0,Mar-16,Charged Off,other,NY,730.0
2580,68364958,18000.0, 36 months,6.49,A,A2,Construction Inspector/Tester,5 years,MORTGAGE,95000.0,Dec-15,Fully Paid,debt_consolidation,CA,685.0
304665,46774629,14000.0, 36 months,9.99,B,B3,Senior AR Analyst,7 years,OWN,42328.0,May-15,Fully Paid,credit_card,CA,670.0
549541,117887198,8400.0, 36 months,16.02,C,C5,Radiologic Technologist,< 1 year,RENT,52000.0,Sep-17,Current,credit_card,NY,660.0
225188,53654950,3000.0, 36 months,9.99,B,B3, service deli,9 years,OWN,40000.0,Jul-15,Fully Paid,debt_consolidation,KY,675.0
136044,60607343,20450.0, 60 months,15.61,D,D1,LENDER,3 years,MORTGAGE,44500.0,Sep-15,Fully Paid,debt_consolidation,KS,685.0
840458,137557673,16000.0, 60 months,16.14,C,C4,Operations Manager,10+ years,RENT,94000.0,Jul-18,Current,credit_card,FL,720.0
605009,115096661,25000.0, 60 months,9.93,B,B2,Area Manager,10+ years,MORTGAGE,102000.0,Aug-17,Current,major_purchase,TX,705.0
131635,60811801,20000.0, 36 months,11.53,B,B5,Financial Analyst,10+ years,MORTGAGE,110000.0,Sep-15,Charged Off,debt_consolidation,MD,665.0
176354,57694154,10000.0, 36 months,5.32,A,A1,Administrative Assistant,10+ years,MORTGAGE,91485.0,Aug-15,Fully Paid,debt_consolidation,NY,735.0
645891,111998092,15000.0, 60 months,16.02,C,C5,SERVICE MANAGER,< 1 year,MORTGAGE,40000.0,Jul-17,Current,debt_consolidation,AZ,680.0
146220,60025185,19500.0, 60 months,10.99,B,B4,Chief of Staff,10+ years,OWN,85000.0,Sep-15,Current,debt_consolidation,PA,690.0
165961,58533036,12000.0, 60 months,12.69,C,C2,President,10+ years,RENT,65000.0,Aug-15,Charged Off,credit_card,NJ,660.0
78566,63621351,21600.0, 36 months,8.18,B,B1,CS&S team leader,10+ years,MORTGAGE,67000.0,Nov-15,Fully Paid,credit_card,NM,680.0
607312,115091456,16500.0, 60 months,14.08,C,C3,Executive assistant ,10+ years,MORTGAGE,55000.0,Aug-17,Current,debt_consolidation,WI,730.0
327643,44935515,19500.0, 36 months,13.99,C,C4,underwriter,10+ years,RENT,61188.0,Apr-15,Fully Paid,debt_consolidation,CA,660.0
96214,62804865,21450.0, 60 months,20.99,E,E5,machinist,6 years,MORTGAGE,55000.0,Oct-15,Charged Off,credit_card,OH,660.0
159690,59189808,10500.0, 36 months,8.18,B,B1,Escrow Agent,10+ years,OWN,54000.0,Aug-15,Fully Paid,credit_card,TN,665.0
557592,118606387,10000.0, 36 months,10.42,B,B3,Acute Care Nurse Practitioner,5 years,MORTGAGE,110000.0,Sep-17,Current,debt_consolidation,TX,705.0
696585,75210026,28000.0, 36 months,18.99,D,D4,Senior Network Administrator,10+ years,MORTGAGE,84000.0,May-16,Fully Paid,debt_consolidation,IL,670.0
989210,75759379,24500.0, 36 months,5.32,A,A1,Attorney,10+ years,MORTGAGE,100000.0,Mar-16,Current,debt_consolidation,ME,745.0
933400,109318174,8000.0, 36 months,9.44,B,B1,Flight Attendant,10+ years,MORTGAGE,60000.0,May-17,Current,debt_consolidation,WA,660.0
972077,105323520,3000.0, 36 months,5.32,A,A1,Ins,10+ years,OWN,35000.0,Apr-17,Fully Paid,home_improvement,TX,740.0
168440,58030614,22000.0, 36 months,7.26,A,A4,Interior manager,3 years,RENT,78000.0,Aug-15,Fully Paid,debt_consolidation,PA,685.0
26479,66142526,18000.0, 36 months,13.67,C,C4,sales driver,5 years,MORTGAGE,50000.0,Dec-15,Charged Off,credit_card,CA,660.0
272540,49915298,15000.0, 60 months,12.29,C,C1,Radiology tech,7 years,MORTGAGE,50000.0,May-15,Fully Paid,debt_consolidation,NC,685.0
685300,80728898,10000.0, 36 months,12.99,C,C2,Contracts Manager,2 years,MORTGAGE,148000.0,May-16,Current,debt_consolidation,TX,700.0
23871,66455840,13550.0, 60 months,18.99,E,E3,Medical assistant,10+ years,MORTGAGE,55000.0,Dec-15,Charged Off,major_purchase,RI,665.0
854234,136691853,35000.0, 60 months,20.89,D,D4,Project Manager,1 year,MORTGAGE,175000.0,Jul-18,Current,debt_consolidation,IN,660.0
207080,55657695,25075.0, 60 months,19.99,E,E4,Instructor,10+ years,MORTGAGE,60000.0,Jul-15,Charged Off,debt_consolidation,VA,660.0
153799,59092853,12000.0, 36 months,8.18,B,B1,Managing Member,10+ years,MORTGAGE,130000.0,Sep-15,Fully Paid,debt_consolidation,MI,675.0
666455,81445149,8000.0, 36 months,9.75,B,B3,,,MORTGAGE,60000.0,Jun-16,Current,debt_consolidation,NH,750.0
507575,126840786,7500.0, 36 months,15.05,C,C4,Public Housing Technician,9 years,RENT,43800.0,Jan-18,Fully Paid,debt_consolidation,FL,690.0
926949,109326898,40000.0, 36 months,9.44,B,B1,Senior Trader,9 years,MORTGAGE,625000.0,May-17,Fully Paid,home_improvement,IL,695.0
438083,129419790,7500.0, 36 months,9.43,B,B1,Supervisor,2 years,OWN,101000.0,Mar-18,Current,debt_consolidation,NY,685.0
376497,40715505,4000.0, 36 months,18.84,E,E2,SALES ASSOCIATE,3 years,OWN,20000.0,Feb-15,Fully Paid,vacation,NV,680.0
321498,45344564,17600.0, 36 months,10.99,B,B4,Administrative Assistant,10+ years,MORTGAGE,49000.0,Apr-15,Fully Paid,credit_card,TX,685.0
417212,38142133,12000.0, 36 months,8.19,A,A5,Director - Foundation,2 years,MORTGAGE,96000.0,Jan-15,Fully Paid,credit_card,KY,710.0
497009,127704720,30000.0, 60 months,15.05,C,C4,Registered Nurse,4 years,RENT,155000.0,Jan-18,Current,debt_consolidation,TX,715.0
370213,41130881,10000.0, 36 months,9.99,B,B3,Social services,< 1 year,RENT,48000.0,Feb-15,Fully Paid,debt_consolidation,CA,690.0
395821,39670543,20000.0, 60 months,14.31,C,C4,Sales,4 years,MORTGAGE,92000.0,Jan-15,Charged Off,debt_consolidation,CO,710.0
434744,129375773,11100.0, 60 months,30.79,G,G1,Sales Consultant ,2 years,MORTGAGE,100000.0,Mar-18,Charged Off,vacation,LA,685.0
773949,140060468,20000.0, 60 months,22.35,D,D5,Journeyman Machinist ,5 years,MORTGAGE,98000.0,Sep-18,Current,debt_consolidation,AZ,670.0
115170,61532052,6000.0, 36 months,5.32,A,A1,RN,10+ years,MORTGAGE,90000.0,Oct-15,Fully Paid,debt_consolidation,NC,800.0
488902,128068855,10000.0, 36 months,20.0,D,D4,,,OWN,25000.0,Feb-18,Current,debt_consolidation,CT,670.0
804433,138779335,15000.0, 36 months,6.11,A,A1,respiratory therapist,10+ years,MORTGAGE,110000.0,Aug-18,Current,credit_card,NY,725.0
415936,38171990,35000.0, 60 months,25.57,F,F5,VP/ Private Bank,10+ years,OWN,200000.0,Jan-15,Fully Paid,debt_consolidation,CA,665.0
912994,109965904,25000.0, 60 months,13.59,C,C2,Superintendent ,5 years,RENT,110000.0,Jun-17,Current,debt_consolidation,FL,695.0
263252,50467991,18900.0, 60 months,14.65,C,C5,Behavior Interventionist,5 years,RENT,45000.0,Jun-15,Late (31-120 days),debt_consolidation,MI,665.0
536364,119983784,5000.0, 36 months,16.02,C,C5,Maintenance Supervisor,3 years,MORTGAGE,65000.0,Sep-17,Current,debt_consolidation,MI,670.0
574255,117215457,3000.0, 36 months,16.02,C,C5,,,RENT,38000.0,Aug-17,Fully Paid,debt_consolidation,TX,725.0
311019,46144221,10000.0, 60 months,7.89,A,A5,Senior Technical engineer,2 years,MORTGAGE,100000.0,Apr-15,Current,debt_consolidation,PA,730.0
337517,43975682,5125.0, 36 months,18.25,E,E1,,,RENT,16036.0,Apr-15,Charged Off,credit_card,NJ,680.0
333242,44143132,3500.0, 36 months,11.53,B,B5,Teacher,2 years,RENT,36960.0,Apr-15,Fully Paid,credit_card,NC,700.0
769491,139877188,15000.0, 60 months,19.92,D,D3,General Manger,2 years,RENT,57500.0,Sep-18,Current,debt_consolidation,NV,685.0
